ref,term_kor,term_eng,def_kor
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1195&Md=480b4cb15b1623e136a5e382a48aeddd&TitleLetter=%BE%CB%BE%E0%3A+pill,알약,pill,    가루나 결정성 약을 뭉쳐서 눌러 둥글넓적한 원판이나 원추 모양으로 만든 약제. 젖당 초콜릿 아라비아고무 따위를 섞어 만든다. 예전부터 가정약품으로서 많이 사용되어온 약제형태이다. 정제는 압축 형성한 것이지만 환제는 압축형성하지 않은 것이다. 통상적으로 한 알의 중량은 약 .이다. 나쁜 맛이나 나쁜 냄새의 약품을 복용하기 쉽게 하고 휴대하기 편리하게 하는 장점이 있다. 결점은 일반적으로 붕괴속도가 늦기 때문에 즉효성은 기대할 수 없으며 수분을 포함하기 때문에 곰팡이가 나거나 변질되기 쉬운 점등이다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1196&Md=69198911fe452ef5d401582cf25c7bbb&TitleLetter=%BE%CB%BF%A1%C0%CC%C3%EB+%C0%FB%B8%F0%B1%B8%C1%F5%3A+Rh+erythroblastosis,알에이취 적모구증,Rh erythroblastosis,    적혈구의 표면에는 면역 반응을 일으킬 수가 있는 여러 가지 항원이 있다. 그중 라는 항원의 유무에 따라서 혈액형을 () 혹은 ()로 나눈다. () 혈액형의 경우에는 적혈구 표면에 라는 물질이 존재하고 ()의 혈액형의 경우에는 라는 항원이 적혈구의 표면에 존재하지 않는다. 만약 어머니가 ()이고 임신된 태아가 ()의 경우에 정상적으로 태아의 적혈구는 태반을 통하여 어머니의 혈액속으로 들어갈 수가 없지만 분만도중에 태반의 작은 결손이나 상처를 통하여 모체의 순환 속에 들어가게 되면  음성인 모체가 처음으로 라는 항원에 노출이 되고 이 항원을 외부의 물질로 인지를 해서 그것에 대한 항체를 만든다. 그리고 그 다음번 임신에서 만약 ()을 가진 아이를 임신하게 되면 이 항체가 태반을 통해서 태아에게 건너가서 태아의 적혈구와 결합을 하여 적혈구의 파괴를 유도한다. 이렇게 적혈구가 많이 파괴가 되면 파괴된 적혈구에서 나오는 빌리루빈이라는 물질이 체내에 축적이 되고 이로 인해서 태아가 황달에 빠지고 또 이 물질이 뇌의 일부분에 침착이 되어서 뇌의 기능이상을 보인다. 많은 적혈구의 파괴에 의해서 빈혈이 생기는 것은 당연하다. 이것은 대개 ()인 사람이 한번이라도 ()인 사람의 혈액이 자신의 몸속에 들어와서 에 대한 항체가 생겨야 하므로 대개 첫임신의 경우에는 생기지 않고 대신에 첫임신의 분만시에 ()의 혈액에 노출이 되어서 항체를 만들고 다음의 임신에서 ()의 혈액형을 가진 태아를 임신하는 경우에 생긴다. 이것의 예방을 위해서는 만약 ()의 산모가 ()의 아이를 임신한 경우에 분만에 특히 조심하여 상처를 통해서 태아의 적혈구가 산모의 혈액속으로 들어가는 것을 막는다. 그리고 분만 직후에 에 대한 항체를 산모에게 주사를 하는 것으로도 예방을 하는데 이것은 태아의 적혈구에 있는 항원과 이 주사한 항체를 결합시켜서 태아의 면역체계가 이 항원을 감지하지 못하게 하는 것이 그 메커니즘이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1197&Md=df5a760b3d9ea711a67172cbefcdbf20&TitleLetter=%BE%CB%C3%F7%C7%CF%C0%CC%B8%D3%BA%B4%3A+Alzheimer%27s+disease,알츠하이머병,Alzheimer's disease,    퇴행성 뇌병. 노인에서의 치매의 원인 중 가장 흔한 형태이다. 병리조직학적으로는 뇌의 전반적인 위축 뇌실의 확장 신경섬유의 다발성 병터(신경섬유뒤틀림)와 노인반( ) 등이 특징이다. 임상적인 특징은 점진적인 기억판단언어능력 등 지적인 기능의 감퇴와 일상생활능력인격행동양상의 장애이다. 병에 걸리면 초기에는 이름날짜장소와 같은 것들이 기억에서 사라지고 심해지면 화장실을 가거나 요리를 하거나 신을 신는 일 등의 일상생활조차도 잊게 된다. 동시에 우울증세나 인격의 황폐 격한 행동 등의 정신의학적인 증세도 동반된다. 이러한 증세들이 점전적으로 진행되어 결국은 죽음에 이르게 된다. 발병 후 서서히 죽음에 이르는 기간은 년 정도이지만 사람에 따라 년이 넘는 경우도 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1199&Md=2741529cb17892e1823c7b75843ddfe2&TitleLetter=%BE%CB%C4%AB%B8%AE%3A+alkali,알카리,alkali,    물에 녹는 염기성 물질을 통틀어 이르는 말.  이온을 함유하는 물질을 말한다. 수산화나트륨 수산화칼륨 따위의 알칼리 금속과 알칼리 토금속의 수산화물로 그 수용액은 붉은 리트머스 종이를 푸른색으로 변화시킨다. 이것은 지방산과 함께 가용성 비누를 형성하고 가용성 탄산염을 형성하는 화합물이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1200&Md=f62daf5b3d9cf20db6ca60ba98b4cd0c&TitleLetter=%BE%CB%C4%AE%B7%CE%C0%CC%B5%E5%3A+alkaloid,알칼로이드,alkaloid,    식물체 속에 들어 있는 질소를 포함한 염기성 유기 화합물을 통틀어 이르는 말. 독성이 있으며 진통 진해 마취 작용을 한다. 니코틴 모르핀 카페인 따위가 있다. 질소가 포함되어 있는 염기성이며 대부분은 비교적 소량으로 사람이나 동물에 현저한 약리작용을 나타내는 유기화합물이다. 보통은 식물에서 유래된 식물알칼로이드를 말한다. 피리딘퀴놀린이소퀴놀린피롤리딘피페리딘인돌트로판퓨린 등 고리구조를 갖는 것이 많고 대부분은 무색결정성 고체로 식물의 액포 내에서 산과염을 형성하고 있다. 하나의 식물이 수종의 알칼로이드를 포함하는 경우는 보통이며 미숙한 양귀비 씨의 유액에서 나온 아편 등에는 약 종류가 포함되어 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1201&Md=3432f975d4ce8195ef602b06041e5eb4&TitleLetter=%BE%CB%C4%AE%B8%AE%BC%BA+%C0%CE%BB%EA%BA%D0%C7%D8%C8%BF%BC%D2%3A+alkaline+phosphatase,알칼리성 인산분해효소,alkaline phosphatase,    효소의 일종이며 여러 가지 동종효소(기능은 같지만 구조가 약간씩 다른 효소형태)로 신체의 여러 부위(특히 뼈와 간)에 정상적으로 많이 존재한다. 간내 쓸개관의 세포에 많이 존재하며 뼈를 생성하는 세포인 뼈모세포()에 많이 존재한다. 그 외에도 여러 기관에 존재한다.    임상적 의의는 간과 뼈의 병 진단과 치료효과 판정에 도움을 준다. 간 특히 간에서 만들어진 담즙을 샘창자까지 운반하는 쓸개길이 막힌 경우(쓸개관내에 종양이 생기거나 쓸개돌증으로 인해서 쓸개관이 막힌 경우)에는 쓸개내의 압력이 높아지고 간내 쓸개관의 세포가 깨져 그 속에 들어 있던 알칼리성 인산분해효소가 혈액속으로 방출되어 혈중 알칼리성 인산분해효소의 농도가 높아진다. 그리고 뼈의 생성이 많아지는 모든 경우(예를 들면 골절 종양에 의한 뼈의 파괴시 복구를 위해서 뼈의 생성이 증가한다) 뼈모세포의 활동이 증가되고 뼈모세포의 효소인 알칼리성 인산분해효소의 활성도 역시 증가된다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1202&Md=c4ea93e8dd57efa248f3e3b818ae18a0&TitleLetter=%BE%CB%C4%AE%B8%AE%C1%F5%3A+alkalosis,알칼리증,alkalosis,    체내에 알칼리가 축적되거나 체내의 산이 소실됨으로써 일어나는 병적상태. 혈중의 수소이온의 농도가 저하하고 혈액의 가 정상치(..)이상이 된 상태를 말한다. 호흡성 알칼리증과 대사성 알칼리증으로 크게 나뉜다.  호흡성 알칼리증  동맥혈탄산가스분압의 저하로 인하여 생산된 탄산가스에 대해 폐포환기가 상회하고 있는 비정상적 환기 상태에 기인한다. 원인은 저산소증으로 인한 호흡중추 자극 또는 환기과다증후군 등으로 인한 과대환기 등이며 탄산가스분압이  이하가 되면 뇌혈관 수축이 초래되어 뇌세포가 산소결핍에 빠질 위험이 있다.  대사성 알칼리증  혈장 중의 염기(중탄산이온)의 증가가 원인이다. 즉 그 원인은 대상되지 않은 산의 상실 염기의 과잉섭취 칼륨의 저하 등이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1203&Md=0467deeae0d4bc8c8c10c79c665579ac&TitleLetter=%BE%CB%C4%DA%BF%C3%3A+alcohol,알코올,alcohol,    대개 에탄올(  )을 지칭하는 말이다. 물과 같이 맑은 색이지만 특이한 냄새가 있고 끓는 점이 낮은 액체이다. 농도가 높은 것은 의료용 또는 소독제로 쓰이고 낮은 농도로 된 것은 음료(술)로도 이용된다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1204&Md=79955b481601ab6b434160bc17947c87&TitleLetter=%BE%CB%C4%DA%BF%C3%C1%DF%B5%B6%3A+alcoholism,알코올중독,alcoholism,    지속적으로 그리고 많은 술을 마셔서 생기는 비정상적인 신체 정신 상태이다. 이로 인해서 영양장애를 일으키며 술을 마시지 않고는 살아갈 수 없고 마시지 않았을 경우엔 환각이나 정신장애를 일으킨다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1205&Md=83d2fa39ffe9786c3cddacbc96fa0d3a&TitleLetter=%BE%CB%C5%B3%C8%AD%BE%E0%B9%B0%3A+alkylating+agent,알킬화약물,alkylating agent,    항암제의 일종. 이상적인 항암제는 정상적인 세포에는 해를 주지 않고 단지 암세포에만 치명적인 효과를 나타내야 한다. 이렇게 하려면 암세포만의 특이한 특성을 이해하고 그곳에만 작용하는 약물을 개발해야 한다. 현재 대부분의 항암제는 암세포가 정상 세포에 비하여 월등히 증식을 빨리한다는 특성을 이용하고 있다. 증식이 빠르다는 것은 다시 말하면 유전 정보를 가지고 있는 의 복제가 빠르다는 것을 의미한다. 만약 의 복제를 방해한다면 증식이 아주 빠른 암세포에게는 치명적이지만 영원히 증식을 하지 않는 의 복제가 거의 필요없는)신경세포나 증식이 암세포에 비해서 아주 느린 정상세포에는 거의 영향을 주지 못한다. 하지만 신체에서도 증식이 암세포와 비슷한 수준으로 일어나는 정상적인 세포가 있는데 그것은 머리카락을 만드는 모낭세포와 소화관의 점막을 이루는 세포와 혈액의 세포를 만드는 골수 세포이다. 그러므로 항암제를 사용할 경우 암세포와 마찬가지로 이들 세포도 함께 치명적인 영향을 입을 것은 당연하다(그래서 항암제 치료시엔 머리가 빠지고 소화불량이 잘 온다). 알칼화약물의 경우에는 와 직접 결합을 하여 의 복제를 억제함으로써 항암제의 역할을 수행한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1206&Md=f74c60db59ff84bbdfc76ce3c0d657db&TitleLetter=%BE%CB%C6%C4%C0%D4%C0%DA%3A+alpha+particles,알파입자,alpha particles,    원자에 정상보다 과다 과소한 중성자나 양자를 가지고 있는 경우에 원자가 안정되기 위해서 붕괴가 생긴다. 이런 붕괴에는 다음과 같은 가지 방법이 있다. 알파붕괴는 알파입자를 방출하여 안정되는 법 즉 원자번호는 씩 감소하고 질량수는 씩 감소한다. 알파입자란 알파붕괴에 의해서 생기는 헬륨의 핵과 같은 입자를 말한다.    
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1207&Md=6080bfb7c7046662e33a36c6ebab435f&TitleLetter=%BE%CB%C6%C4%C5%C2%BE%C6%B4%DC%B9%E9%3A+alpha-fetoprotein,알파태아단백,alpha-fetoprotein,    태아의 간조직이나 소화기관에서 만들어지는 단백질. 태아기나 임산부에서 정상적으로 존재한다. 그러나 간암세포나 생식세포에 관련된 종양에서도 만들어져 이런 질병이 존재할 때에는 임산부나 태아가 아니더라도 조직이나 혈액에 나타나게 된다. 임상적으로는 간암이나 생식세포 종양의 발견과 치료효과 판정에 이용되고 또 임신 주에 산모의 혈액에서 이단백질의 양을 측정하여 태아의 비정상적인 발달을 발견할 수 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1208&Md=396c7635295a71f89842202dea8d2827&TitleLetter=%BE%CF%3A+cancer,암,cancer,    끝없이 분열을 하여 혈액이나 림프관을 통하여 다른 장기에까지 전파될 수 있는 세포의 덩어리. 즉 악성 신생물을 말한다. 신생물은 악성과 양성이 있는데 악성일 경우에는 성장이 매우 빠르고 혈액이나 림프관을 통해서 멀리 다른 떨어진 장기로 암세포의 전파가 가능하여 다른 장기에도 암을 전이하며 양성은 천천히 자라고 다른곳으로 전이가 생기지 않는다.    암은 암종과 육종의 두 가지로 나눌 수가 있다. 암종이란 상피세포의 과도한 증식에 의한 악성신생물을 이르는 말이고 육종이란 비상피성세포 특히 중간엽세포(발생당시에 중간엽에 해당하는 조직으로 발생후에 조직사이에 분포하면서 조직을 지지하는 역할을 하는 결합조직 혈관 림프관 등이 된다)의 과도한 증식에 의한 악성 신생물을 이르는 말이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1209&Md=71b38fa5307476c78f2590d41f378639&TitleLetter=%BE%CF+%BC%F6%BC%FA%3A+cancer+surgery,암 수술,cancer surgery,    암의 대 치료법은 외과적 수술요법 방사선 치료법 항암 화학요법 면역요법 등을 말하며 이중 수술요법과 방사선 요법은 국소적 요법으로서 암세포가 원발장기(처음 암이 발생한 장기)나 국소 림프절까지 국한되어 있는 제  기 암의 치료에 사용된다. 화학요법과 면역요법은 전신요법으로서 제  기 암에 주로 사용되며  기 암의 치료 후 눈에 보이지 않게 남아 있을 수 있는 잔류암세포나 미세전이 암세포의 완전파괴 사멸을 위해 사용된다. 백혈병 림프종과 같이 화학요법제에 잘 듣는 혈액암 림프종과 고환종과 같이 방사선 치료에 잘 듣는 암을 제외한 대부분의 고형암( )인 위창자관암 간암 이자암 유방암 갑상샘암 폐암 흑색종 연조직암 뼈육종 침샘암 등은 모두 수술요법으로 치료하여야 한다.    암수술의 기본원칙 암수술의 가지 기본요건은 안전성 근치성 기능보존성이며 암수술시에는 암병터를 되도록 조심해서 적게 만지면서 수술하고 암병터를 공급하는 동정맥과 림프관을 먼저 결찰하여 암병터가 퍼지는 것을 방지한다.    암수술의 목표는 근치적 절제수술( )이다. 그러나 이것이 불가능한 환자에서는 출혈 폐색 천공 등의 합병증이 발생했을때 구급목적으로 혹은 지속적 동통이 있을때 생활내용의 질적 개선을 위하여 고식적 수술( )을 한다. 그리고 암의 정확한 진단과 진행도의 결정을 위한 진단적 수술( )이 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1210&Md=0dd2ab3a72a2cbf8130d0f9582d28609&TitleLetter=%BE%CF%B9%E8%BE%C6%C7%D7%BF%F8%3A+carcinoembryonic+antigen,암배아항원,carcinoembryonic antigen,    원래 태아의 장조직에서 정상적으로 존재하는 물질로 태아기 이후에는 존재하지 않는 물질이다. 그러나 위 간 허파 등의 암이 있는 경우에 성인에서도 존재한다. 이를 이용해서 암의 치료효과 판정이나 재발여부의 조사에 이용한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1211&Md=3e0aeb380cae86a67460d29fdd1351e3&TitleLetter=%BE%CF%BD%C3%3A+suggestion,암시,suggestion,    . 어떤 생각을 넌지시 알림. 또는 그 내용. . 어떤 자극이나 작용에 대하여 이성에 호소함이 없이 수동적무비판적으로 반응하는 과정. 심리학용어. 암시는 최면상태에서 행해질 때도 있고 각성 상태에서 행해질 때도 있다. 피암시자는 암시자의 언사나 행위를 무비판적으로 받아들이며 그것이 타인으로부터 전해진 것이라는 생각을 하지 않고 마치 자기 자신이 생각해낸 것 같이 믿고 거의 자동적일방적으로 어떤 태도를 취하거나 판단을 내린다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1212&Md=cb0d343cc91921eb9239bf7050f94ada&TitleLetter=%BE%CF%C0%B0%C1%BE%3A+carcinosarcoma,암육종,carcinosarcoma,    조직학적으로 상피성 종양 세포와 방추성 세포같이 비상피성 종양세포가 하나의 종괴를 형성하고 있는 악성종양이다. 즉 암종성조직과 육종성조직이 섞여 있는 악성종양이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1213&Md=5a44a5f0a6b2cc51c36b8d88b868ada5&TitleLetter=%BE%CF%C1%A1%3A+scotoma,암점,scotoma,    정상적으로 시야( )에서 보이지 않는 부분을 말함. 이것이 생기는 이유는 시신경이 뇌에서 기시하여 안구내를 통해 들어오기 때문이다. 시각은 각막과 렌즈를 통과한 빛이 각막의 시각세포에 닿은 뒤 시각세포에 의해 시각이 시각신경으로 전해져 형성된다. 이때 시각신경은 안구의 뒤쪽으로 들어와 망막의 한 부분을 차지하게 되어 시각신경이 존재하는 부분에는 시각세포가 존재할 수 없게 된다. 따라서 이 부위는 시각을 형성할 수 없으며 정상적으로 까만 보이지 않는 시야를 형성하게 된다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1214&Md=028e85cd780b5bacda69df75ff350ad8&TitleLetter=%BE%CF%C1%BE%3A+carcinoma,암종,carcinoma,    암종이란 상피세포(신체의 내부나 외부를 쌓고 있는 조직을 상피라고 하고 상피를 이루고 있는 세포를 상피세포라고 한다)의 과도한 증식에의한 악성종양을 이르는 말이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1215&Md=47bc8ad5ddf8006aa5862f7dc7a1ab3d&TitleLetter=%BE%CF%C1%D7%2C+%C0%AF%B9%CC%3A+chyle,"암죽, 유미",chyle,    대부분의 영양소는 작은창자에서 흡수가 된다. 지방도 역시 작은창자에서 흡수가 되는데 흡수된 지방은 혈관을 통해서 흡수가 되는 다른 영양소와는 달리 대부분 림프관을 통해서 흡수가 된다. 암죽이란 림프관으로 흡수된 지방을 함유하고 있는 우유빛의 액체를 말한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1216&Md=950d0e0e9c9b22456f564aa3c7f49c2b&TitleLetter=%BE%CF%C1%D7%B9%CC%B8%B3%2C+%C0%AF%B9%CC%B9%CC%B8%B3%2C+%C5%B3%B7%CE%B9%CC%C5%A9%B7%D0%3A+chylomicron,"암죽미립, 유미미립, 킬로미크론",chylomicron,    트리글리세리드  콜레스테롤  인지질  단백  로 구성된 안정된 작은 방울. 식사 중이나 식후에 작은 창자림프관과 혈액에서 보인다. 이것은 흡수된 긴사슬의 지방과 콜레스테롤이 창자로부터 이동되는 상태이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1217&Md=583eb43724a9c5dbd05a1e39f22f70ee&TitleLetter=%BE%CF%C6%E4%C5%B8%B9%CE%3A+amphetamine,암페타민,amphetamine,    필로폰으로 유명한 이 약의 주작용은 중추신경계를 자극하는 것이다. 중추신경계의 자극으로 인해서 피로감을 덜 느끼게 되고 잠도 오지 않게 된다. 하지만 중독성이 강하고 지속적으로 투여할 경우엔 정신병과 같은 증상 혈압상승 안절부절 등의 증상을 나타낸다. 그리고 지속적으로 복용하던 사람이 약을 끊었을 경우에는 심한 금단증상을 겪게 된다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1218&Md=58285d9ad4687c0884b3790c35c41fae&TitleLetter=%BE%D6%B5%F0%BD%BC%BA%B4%3A+Addison+disease,애디슨병,Addison disease,    부신겉질의 병터로 인하여 부신겉질의 호르몬이 나오지 못해서 생기는 병. 우리나라에서 가장 많은 원인은 결핵이다. 애디슨병에서는 부신겉질의 파괴에 의해서 부신겉질에서 나오는 호르몬이 없어지므로 콩팥에서 물의 흡수장애로 인해 탈수상태가 지속되며 스트레스 호르몬의 결핍에 의해서 만성피로 체중감소 등의 증상이 생기며 뇌하수체에서 부신겉질의 분비를 높이는 부신겉질자극호르몬의 과다 분비로 인해서 같이 분비되는 멜라닌자극호르몬에 의해 얼굴과 입술에 과도한 색소의 침착을 볼 수 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1219&Md=0cb2921194e13ecc0ae0140660beba87&TitleLetter=%BE%D6%B9%FA%BB%C0%2C+%B0%A1%B0%F1%3A+callus,"애벌뼈, 가골",callus,    뼈가 부러졌을 경우에 회복 과정에서 생기는 성긴 조직을 가지고 있는 뼈. 회복의 마지막 단계에 이르면 이뼈는 정상적인 뼈조직으로 바뀐다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1220&Md=6f2ced98de1b031e144eaca4f4ac7197&TitleLetter=%BE%D6%C1%D6%B9%F8%C6%AE%3A+,애주번트,,   항원보강제 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1221&Md=9185549458cea623dba122ed96d520ee&TitleLetter=%BE%D7%C6%BE%3A+actin,액틴,actin,    근육을 구성하는 단백질. 근원섬유의 액틴 필라멘트(액틴)를 구성하는 수축성 단백질이다. 단량체는 액틴이라 불리는 단일 펩티드사슬이며 분자량 이다. 분자 안에 칼슘과 를 몰씩 함유하고 있으며 방울모양의 분자로 되어있다. 이것이 여러 개 중합하여 이중나선의 섬유구조를 취함으로써 액틴을 형성한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1222&Md=b239b5156a7f0372e082501773ff6faa&TitleLetter=%BE%DE%B9%AB%BB%F5%BA%B4%3A+psittacosis,앵무새병,psittacosis,     에 의하여 발병하며 최초로 앵무새에서 발견되었으나 그 후 다른 새와 가금에서도 발견되었다. 사람에게 전염하는 경우에는 폐렴형을 취하여 발열 기침과 가끔 지라비대를 수반한다. 다른 임상 증상으로는 간염 심근염 혼수를 볼 수 있다. 폐렴형은 비둘기 잉꼬 집오리 칠면조 꿩 닭 등에서도 전염된다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1223&Md=1e0f56891132724a0d955e16a7714d51&TitleLetter=%BE%DF%B4%A2%C1%F5%2C+%C0%AF%B4%A2%C1%F5%3A+enuresis,"야뇨증, 유뇨증",enuresis,     ()            . 밳            .          .            .        .                 .         .              찡 .            .        .         .
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1224&Md=c1e2221abca470d662edf72158bf0158&TitleLetter=%BE%DF%B8%CD%C1%F5%2C+%B9%E3%BC%D2%B0%E6%3A+nyctalopia%2C+night+blinduese,"야맹증, 밤소경","nyctalopia, night blinduese",    밤에 잘 보이지 않는 증상을 말함. 이런 증상은 주로 비타민 의 결핍에서 잘 나타나지만 때로는 유전적인 색소망막염에서도 볼 수 있다.    
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1225&Md=797601a64d5772c67743152d2f148d15&TitleLetter=%BE%E0%2C+%BE%E0%B9%B0%2C+%BE%E0%C1%A6%3A+drug,"약, 약물, 약제",drug,    . 병 기타 병적 상태의 진단 치료 예방이나 고통의 경감 또는 생리적 병리적 상태를 호전시키는 것을 목적으로 사람 또는 동물에 투여되는 화합물. 약리학에서는 치료약만이 아니라 생체에 주어졌을 때 어떠한 반응을 나타내는 화학물질 모두를 약물이라고 한다. 작용이 강하고 안전성이 낮은 순서로 독약극약보통약으로 구분하고 있다. 약물치료에 영향을 미치는 인자로서 생체쪽 인자로는 개체차 연령 체중 등이 있고 약물쪽 인자로서는 투여방법 투여량 병용되고 있는 다른 약물 등이 있다. . 약의 재료가 되는 물질. . 여러 가지 약재를 섞어 조제한 약.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1226&Md=93f4744c7e65ca2d6f6db658427ff679&TitleLetter=%BE%E0%B1%B9%3A+pharmacy,약국,pharmacy,    약을 저장하고 판매하는 곳. 약사가 필히 관리해야 한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1227&Md=90b6f44cefc3dc0cbfa150347923de86&TitleLetter=%BE%E0%B5%BF%C7%D0%2C+%BE%E0%B9%B0%B5%BF%C5%C2%C7%D0%3A+pharmacokinetics,"약동학, 약물동태학",pharmacokinetics,    인체가 약에 대해서 어떻게 처리하는 가에 대해 연구하는 학문. 약은 인체내에 들어온 뒤 흡수 대사 배설의 과정을 거친다. 이런 과정은 개개인마다 다르며 특히 나이 성별 인종 등에 따라 다른 경향이 많다. 약의 작용이 각 개개인에 따라 다른 이유는 약이 사람에게 작용하여 나타나는 약역학적인 메커니즘보다는 사람이 약에 대해 나타나는 각종 약동학적인 기전이 많이 좌우하는 것으로 보인다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1228&Md=c14651246878444a504e08d850f8a734&TitleLetter=%BE%E0%B8%AE%C7%D0%3A+pharmacology,약리학,pharmacology,    약을 다루는 모든 관련분야를 연구하는 학문. 약이란 단순히 약국이나 혹은 병원에서 는 것만이 아닌 모든 화학물질이 약이 될 수있다. 약리학은 약의 성질 기원 인체에 대한 효과 등을 연구하는 학문이다. 약리학은 또한 여러 가지 계열로 나뉘어지며 특히 분자약리학( )는 분자수준에서 약의 인체에 대한 작용을 연구하므로써 약효능의 기전을 알아보려는 학문이다. 그리고 실제로 임상에서 쓰는 약효과에 대한 연구와 개개인에 대한 차이 약으로 인한 부작용을 전문적으로 연구하는 임상약리학이 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1229&Md=118a8ef5145830a6691507522352b1aa&TitleLetter=%BE%E0%B9%B0%B3%BB%BC%BA%3A+drug+resistance,약물내성,drug resistance,    . 화학요법제나 항생물질의 어떤 일정 농도로 세균을 죽이거나 증식저해를 받는 것을 이 화학요법제나 항생물질에 감수성이 있다고 하는데 이 감수성이 없게 된 생태를 저항성이라든가 내성이라고 말한다. 따라서 변이미생물의 약제에 대한 자항성이라든가 내성이라고 말한다. . 의약품을 계속 복용하면 점차 증량하지 않으면 효력이 나타나지 않는 성질. 이러한 때를 약제내성이 생겼다고 한다. 모든 미생물은 감수성을 가지는 약물에 의하여 사멸되지만 소수의 것은 살아남아 그것이 진화됨으로써 사멸하지 않는 수가 있다. 또 최초에는 감수성을 가지고 있던 균이 차차 내성균으로 되기도 한다. 많은 병원균은 감수성이 있는 의약품에 대하여 내성이 생긴다. 가장 고도의 내성균이 생기기 쉬운 것은 스트렙토마이신인데 결핵균과 그람음성균에 대하여 쉽게 내성이 생긴다. 페니실린이나 테트라시클린(아크로마이신) 등의 항생물질도 내성이 생기기 쉬우므로 사용할 때는 적응을 잘 확인하여 필요량을 정하고 연용을 피한다. 같은 효과가 있는 다른 종류의 약제를 소량씩  종 병용하면 내성의 발생이 크게 억제된다는 것이 알려져 있다. 결핵약으로서 스트렙토마이신과 파스 또는 이소니아지드를 병용하는 것 등이 그 예이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1230&Md=68bc50b64d812e445d5677f16d6afc8f&TitleLetter=%BE%E0%B9%B0%C0%C7+%B0%F0%C3%A2%C0%DA%C1%C2%BE%E0%BD%C4+%C5%F5%BF%A9%3A+rectal+administration+of+drugs,약물의 곧창자좌약식 투여,rectal administration of drugs,    입을 통해 먹은 약물은 흡수된 후 간을 거쳐 병변부위로 운반된다. 따라서 간에서 대사가 되어 약물로서의 효과가 없어질 가능성이 있을 뿐 아니라 간에 독성작용을 일으킬 수도 있다. 이러한 단점을 보완하기위해 간을 통하지 않고 재빨리 흡수되어 병변으로 갈 수 있는 방편으로 직장좌약을 사용한다. 직장의 정맥흐름은 간을 거치지 않고 직접 하대정맥을 통해 우심방으로 흘러들기 때문이다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1231&Md=c687a1a9dda693d9ff6f00c33c7e0fcf&TitleLetter=%BE%E0%B9%B0%C0%C7+%BA%CE%C0%DB%BF%EB%3A+side+effects+of+drugs,약물의 부작용,side effects of drugs,    약을 사용할 때 기대하는 효과 외에 다른 장기에서 나타나는 원치 않는 효과를 총칭하는 말이다. 예를 들어 혈압을 낮추기 위해 항고혈압제를 사용 시 혈압이 떨어지는 동시에 기관지의 수축이 일어나는 현상.
